organisation,family,source_code,description,uom,quantity,unit_price,manufacturer,mfr_part_no,stock_on_hand,last_issue_date,truth_identity
BPCL,hex_bolt,BPCL-001554,BLT HEX HD M6X30MM  GRADE 12.9  ISO 4017  PASSIVATED,BOX-50,10.0,468.2,MRD,HB6-30-129-ISO4017-PASSIVATED,0.0,,HE00157
BPCL,hex_bolt,BPCL-001555,BLT HEX HD M8X30MM  AISI 304 A2-70  GALVANISED,C,1.0,1935.12,ANV,HB8-30-A270-DIN931-HOTDIPGALVANISED,6.0,2026-03-13,HE00158
BPCL,hex_bolt,BPCL-001556,BLT HEX HD M16X100MM  A2-70  IS 1364  BLACK,EA,10.0,21.13,TRD,HB16-100-A270-IS1364-PLAIN,150.0,2026-01-21,HE00159
BPCL,hex_bolt,BPCL-001557,BLT HEX HD M16X100MM  SS304 A2-70  IS 1364  BLACK,BOX-50,25.0,1411.13,,,1.6,2026-03-01,HE00159
BPCL,hex_bolt,BPCL-001558,BLT HEX HD M12X30MM  SS316 A4-70  DIN 931  ZN-PLT,DOZ,1.0,149.33,,,0.0,,HE00160
BPCL,hex_bolt,BPCL-001559,BLT HEX HD M6X90MM  GR 12.9  DIN 931  PASSIVATED,EA,25.0,11.97,TRD,HB6-90-129-DIN931-PASSIVATED,400.0,2023-05-12,HE00161
BPCL,hex_bolt,BPCL-001560,BLT HEX HD M16X45MM  AISI 316 A4-70  DIN933  ELECTRO GALVANISED,C,5.0,1735.96,MRD,HB16-45-A470-DIN933-ZINCPLATED,3.0,2025-12-27,HE00162
BPCL,hex_bolt,BPCL-001561,BLT HEX HD M16X35MM  8.8  ISO4017,EA,1.0,17.6,TRD,HB16-35-88-ISO4017-ZINCPLATED,0.0,,HE00163
BPCL,hex_bolt,BPCL-001562,BLT HEX HD M16X35MM  GRADE 8.8  ZN-PLT,EA,25.0,14.6,,,600.0,2026-01-29,HE00163
BPCL,hex_bolt,BPCL-001563,BLT HEX HD M16X35MM  8.8  ISO 4017  ELECTRO GALVANISED,BOX-100,10.0,1742.57,,,1.5,2025-10-22,HE00163
BPCL,hex_bolt,BPCL-001564,BLT HEX HD M24X70MM  SS304 A2-70  ISO 4017  BLACK,DOZ,1.0,359.64,KSL,HB24-70-A270-ISO4017-PLAIN,0.0,,HE00165
BPCL,hex_bolt,BPCL-001565,BLT HEX HD M16X50MM  A2 70  PASSIVATED,BOX-50,10.0,1312.8,,,1.6,2026-02-14,HE00166
BPCL,hex_bolt,BPCL-001566,BLT HEX HD M20X120MM  A2 70  DIN933  ELECTRO GALVANISED,BOX-100,1.0,3303.3,,,0.0,,HE00168
BPCL,hex_bolt,BPCL-001567,BLT HEX HD M16X100MM  GR 8.8  ISO4017,EA,25.0,21.93,MRD,HB16-100-88-ISO4017-ZINCPLATED,300.0,2026-01-19,HE00170
BPCL,hex_bolt,BPCL-001568,BLT HEX HD M12X120MM  GR 10.9  ISO 4014  GALVANISED,BOX-100,5.0,1464.65,TRD,HB12-120-109-ISO4014-HOTDIPGALVANISED,0.0,,HE00171
BPCL,hex_bolt,BPCL-001569,BLT HEX HD M12X120MM  GR 10.9,BOX-50,25.0,944.06,TRD,HB12-120-109-ISO4014-HOTDIPGALVANISED,0.8,2026-03-22,HE00171
BPCL,hex_bolt,BPCL-001570,BLT HEX HD M8X35MM  SS316 A4-70  DIN 931  BLACK,EA,1.0,15.68,,,40.0,2025-09-25,HE00172
BPCL,hex_bolt,BPCL-001571,BLT HEX HD M8X35MM  SS316 A4-70  DIN931  BLACK,BOX-100,1.0,1096.16,ANV,HB8-35-A470-DIN931-PLAIN,8.0,2021-09-10,HE00172
BPCL,hex_bolt,BPCL-001572,BLT HEX HD M8X90MM  A2 70  AS PER ISO 4014  PICKLED AND PASSIVATED,DOZ,25.0,177.39,,,0.0,,HE00173
BPCL,hex_bolt,BPCL-001573,BLT HEX HD M6X35MM  10.9  DIN 931,DOZ,10.0,90.54,,,12.5,2026-03-07,HE00174
BPCL,hex_bolt,BPCL-001574,BLT HEX HD M16X60MM  A2GRADE70  DIN933  SELF COLOUR,BOX-50,5.0,1147.46,TRD,HB16-60-A270-DIN933-PLAIN,1.6,2026-01-09,HE00175
BPCL,hex_bolt,BPCL-001575,BLT HEX HD M12X100MM  10.9  DIN931  BLACK,EA,1.0,11.42,MRD,HB12-100-109-DIN931-PLAIN,1200.0,2023-09-15,HE00176
BPCL,hex_bolt,BPCL-001576,BLT HEX HD M8X90MM  CLASS 10.9  IS 1364,DOZ,1.0,135.36,QRY,HB8-90-109-IS1364-PASSIVATED,25.0,2025-09-19,HE00177
BPCL,hex_bolt,BPCL-001577,BLT HEX HD M16X70MM  CLASS 10.9  ISO4017  ZINC PLATED,EA,5.0,14.86,,,600.0,2025-08-22,HE00178
BPCL,hex_bolt,BPCL-001578,BLT HEX HD M24X120MM  GRADE 10.9  IS 1364,BOX-100,5.0,2134.54,,,1.5,2025-12-31,HE00179
BPCL,hex_bolt,BPCL-001579,BLT HEX HD M12X25MM  PC12.9  DIN 931  SELF COLOUR,EA,5.0,10.12,,,0.0,,HE00181
BPCL,hex_bolt,BPCL-001580,BLT HEX HD M6X25MM  SS304 A2-70  AS PER ISO 4014  ZINC PLATED,EA,1.0,15.05,,,40.0,2025-09-28,HE00184
BPCL,hex_bolt,BPCL-001581,BLT HEX HD M6X25MM  AISI 304 A2-70  AS PER ISO 4014  ZN-PLT,EA,10.0,13.41,,,80.0,2025-10-09,HE00184
BPCL,hex_bolt,BPCL-001582,BLT HEX HD M10X35MM  A4-70  ISO 4017  PLAIN,C,5.0,2160.51,TRD,HB10-35-A470-ISO4017-PLAIN,3.0,2026-01-26,HE00185
BPCL,hex_bolt,BPCL-001583,BLT HEX HD M16X50MM  GR 10.9  ISO4017  ZP,C,25.0,1509.84,MRD,HB16-50-109-ISO4017-ZINCPLATED,3.0,2026-01-11,HE00186
BPCL,hex_bolt,BPCL-001584,BLT HEX HD M24X60MM  A2-70  DIN931  PICKLED AND PASSIVATED,C,1.0,2345.8,ANV,HB24-60-A270-DIN931-PASSIVATED,0.0,,HE00188
BPCL,hex_bolt,BPCL-001585,BLT HEX HD M10X80MM  12.9  DIN933  BLACK,BOX-50,1.0,644.33,,,3.0,2025-10-31,HE00189
BPCL,hex_bolt,BPCL-001586,BLT HEX HD M10X80MM  12.9  PLAIN,EA,5.0,10.86,,,0.0,,HE00189
BPCL,hex_bolt,BPCL-001587,BLT HEX HD M10X80MM  SS316 A4-70  ISO4014  PASSIVATED,DOZ,5.0,261.95,,,166.67,2022-08-06,HE00190
BPCL,hex_bolt,BPCL-001588,BLT HEX HD M12X60MM  GRADE 12.9  IS 1364,C,1.0,1426.66,,,0.0,,HE00191
BPCL,hex_bolt,BPCL-001589,BLT HEX HD M8X20MM  CLASS 10.9  ISO 4017,EA,10.0,5.87,,,80.0,2025-12-25,HE00193
BPCL,hex_bolt,BPCL-001590,BLT HEX HD M8X60MM  CLASS 8.8  IS1364  NO COAT,BOX-50,25.0,612.74,QRY,HB8-60-88-IS1364-PLAIN,3.0,2026-03-14,HE00194
BPCL,hex_bolt,BPCL-001591,BLT HEX HD M20X80MM  GR 10.9  DIN933  PICKLED AND PASSIVATED,EA,1.0,18.16,,,0.0,,HE00195
BPCL,hex_bolt,BPCL-001592,BLT HEX HD M20X90MM  GR 12.9  ZINC PLATED,DOZ,10.0,233.88,KSL,HB20-90-129-DIN933-ZINCPLATED,12.5,2025-09-26,HE00196
BPCL,hex_bolt,BPCL-001593,BLT HEX HD M20X90MM  DIN 933  ELECTRO GALVANISED,BOX-50,1.0,815.24,,,0.8,2026-01-25,HE00196
BPCL,hex_bolt,BPCL-001594,BLT HEX HD M16X40MM  CLASS 8.8  DIN 931  ZP,BOX-100,1.0,1417.06,,,0.8,2025-09-09,HE00198
BPCL,hex_bolt,BPCL-001595,BLT HEX HD M16X80MM  SS316 A4-70  DIN 933,BOX-100,1.0,2413.79,MRD,HB16-80-A470-DIN933-PASSIVATED,0.0,,HE00199
BPCL,hex_bolt,BPCL-001596,BLT HEX HD M20X70MM  SS316 A4-70  DIN933,BOX-50,10.0,1170.23,,,0.8,2026-01-02,HE00202
BPCL,hex_bolt,BPCL-001597,BLT HEX HD M6X20MM  DIN933  HDG,BOX-100,25.0,761.13,QRY,HB6-20-109-DIN933-HOTDIPGALVANISED,0.0,,HE00203
BPCL,hex_bolt,BPCL-001598,BLT HEX HD M6X20MM  GRADE 10.9  DIN933  GALVANISED,BOX-100,1.0,577.04,QRY,HB6-20-109-DIN933-HOTDIPGALVANISED,6.0,2026-01-27,HE00203
BPCL,hex_bolt,BPCL-001599,BLT HEX HD M10X80MM  A4-70  IS1364,EA,10.0,15.39,,,0.0,,HE00204
BPCL,hex_bolt,BPCL-001600,BLT HEX HD M6X100MM  SS316 A4-70  IS1364,EA,10.0,16.06,ANV,HB6-100-A470-IS1364-PASSIVATED,0.0,,HE00205
BPCL,hex_bolt,BPCL-001601,BLT HEX HD M20X120MM  12.9  IS 1364  PLAIN,BOX-100,10.0,1651.74,,,0.0,,HE00206
BPCL,hex_bolt,BPCL-001602,BLT HEX HD M20X120MM  IS1364,EA,1.0,22.18,TRD,HB20-120-129-IS1364-PLAIN,80.0,2025-12-11,HE00206
BPCL,hex_bolt,BPCL-001603,BLT HEX HD M8X120MM  GRADE 8.8  DIN 933  BLACK,BOX-50,1.0,775.44,,,6.0,2026-03-13,HE00207
BPCL,hex_bolt,BPCL-001604,BLT HEX HD M24X60MM  12.9  IS:1364  PICKLED AND PASSIVATED,EA,1.0,14.4,ANV,HB24-60-129-IS1364-PASSIVATED,0.0,,HE00209
BPCL,hex_bolt,BPCL-001605,BLT HEX HD M24X60MM  GR 12.9  IS1364  PICKLED AND PASSIVATED,EA,1.0,25.22,ANV,HB24-60-129-IS1364-PASSIVATED,0.0,,HE00209
BPCL,hex_bolt,BPCL-001606,BLT HEX HD M24X60MM  12.9  IS1364  PASSIVATED,C,5.0,2025.71,,,0.4,2026-03-06,HE00209
BPCL,hex_bolt,BPCL-001607,BLT HEX HD M12X120MM  SS316 A4-70  DIN931  PICKLED AND PASSIVATED,DOZ,1.0,262.43,QRY,HB12-120-A470-DIN931-PASSIVATED,0.0,,HE00210
BPCL,hex_bolt,BPCL-001608,BLT HEX HD M10X20MM  8.8  IS:1364  PICKLED AND PASSIVATED,DOZ,1.0,91.73,MRD,HB10-20-88-IS1364-PASSIVATED,0.0,,HE00212
BPCL,hex_bolt,BPCL-001609,BLT HEX HD M10X20MM  8.8  IS:1364  PICKLED AND PASSIVATED,BOX-50,1.0,522.97,MRD,HB10-20-88-IS1364-PASSIVATED,12.0,2026-01-09,HE00212
BPCL,hex_bolt,BPCL-001610,BLT HEX HD M12X30MM  GR 12.9  IS:1364,EA,1.0,14.37,ANV,HB12-30-129-IS1364-PASSIVATED,600.0,2025-09-04,HE00213
BPCL,hex_bolt,BPCL-001611,BLT HEX HD M10X25MM  SS304 A2-70  ISO 4017  SELF COLOUR,C,1.0,1527.46,,,0.4,2026-02-26,HE00214
BPCL,hex_bolt,BPCL-001612,BLT HEX HD M8X25MM  GRADE 10.9  ISO4014  PLAIN,EA,1.0,9.96,QRY,HB8-25-109-ISO4014-PLAIN,40.0,2026-03-16,HE00216
BPCL,hex_bolt,BPCL-001613,BLT HEX HD M16X80MM  CLASS 10.9  IS1364  ELECTRO GALVANISED,EA,1.0,18.42,,,0.0,,HE00217
BPCL,hex_bolt,BPCL-001614,BLT HEX HD M16X80MM  ZINCCOAT,DOZ,1.0,220.69,KSL,HB16-80-109-IS1364-ZINCPLATED,50.0,2026-03-04,HE00217
BPCL,hex_bolt,BPCL-001615,BLT HEX HD M10X90MM  A2-70  ISO 4017  ZP,DOZ,10.0,269.84,,,0.0,,HE00219
BPCL,hex_bolt,BPCL-001616,BLT HEX HD M10X90MM  ISO4017,DOZ,1.0,171.09,,,6.67,2025-10-27,HE00219
BPCL,hex_bolt,BPCL-001617,BLT HEX HD M10X90MM  STAINLESS A2-70  ISO 4017  ZINCCOAT,EA,1.0,21.29,,,2000.0,2022-10-10,HE00219
BPCL,hex_bolt,BPCL-001618,BLT HEX HD M10X90MM  A2GRADE70  ISO 4017,BOX-50,1.0,951.39,,,12.0,2025-11-11,HE00219
BPCL,hex_bolt,BPCL-001619,BLT HEX HD M8X80MM  GRADE 10.9  DIN 931  SELF COLOUR,BOX-100,1.0,1336.24,QRY,HB8-80-109-DIN931-PLAIN,20.0,2022-05-31,HE00220
BPCL,hex_bolt,BPCL-001620,BLT HEX HD M20X45MM  GR 12.9  ISO 4014  PASSIVATED,EA,1.0,14.7,QRY,HB20-45-129-ISO4014-PASSIVATED,80.0,2026-02-19,HE00222
BPCL,hex_bolt,BPCL-001621,BLT HEX HD M20X45MM  GR 12.9  ISO 4014  PICKLED AND PASSIVATED,C,1.0,1757.45,,,6.0,2025-10-05,HE00222
BPCL,hex_bolt,BPCL-001622,BLT HEX HD M10X25MM  10.9  ISO 4014  PICKLED AND PASSIVATED,BOX-100,1.0,1049.1,,,0.0,,HE00225
BPCL,hex_bolt,BPCL-001623,BLT HEX HD M10X25MM  GR 10.9  ISO 4014  PICKLED AND PASSIVATED,EA,1.0,12.09,MRD,HB10-25-109-ISO4014-PASSIVATED,0.0,,HE00225
BPCL,hex_bolt,BPCL-001624,BLT HEX HD M10X45MM  12.9  ISO4017  PICKLED AND PASSIVATED,BOX-50,5.0,452.76,ANV,HB10-45-129-ISO4017-PASSIVATED,0.0,,HE00227
BPCL,hex_bolt,BPCL-001625,BLT HEX HD M6X70MM  ZINC PLATED,DOZ,5.0,180.44,,,12.5,2026-01-11,HE00228
BPCL,hex_bolt,BPCL-001626,BLT HEX HD M6X70MM  A2-70  ISO4017  ELECTRO GALVANISED,BOX-100,1.0,1616.23,QRY,HB6-70-A270-ISO4017-ZINCPLATED,0.0,,HE00228
BPCL,hex_bolt,BPCL-001627,BLT HEX HD M6X70MM  SS-A2/70  ISO-4017-M  ZP,BOX-50,10.0,940.6,,,0.0,,HE00228
BPCL,hex_bolt,BPCL-001628,BLT HEX HD M6X70MM  A2-70  ISO-4017-M  ZINC PLATED,BOX-100,1.0,1247.0,,,0.0,,HE00228
BPCL,hex_bolt,BPCL-001629,BLT HEX HD M6X70MM  SS304 A2-70  DIN933  ZP,BOX-100,1.0,1249.19,,,0.0,,HE00229
BPCL,hex_bolt,BPCL-001630,BLT HEX HD M10X90MM  AISI 316 A4-70  DIN931  BLACK,BOX-100,25.0,1496.86,,,0.0,,HE00231
BPCL,hex_bolt,BPCL-001631,BLT HEX HD M12X30MM  DIN 931,DOZ,1.0,120.09,,,25.0,2025-09-12,HE00233
BPCL,hex_bolt,BPCL-001632,BLT HEX HD M12X30MM  GR 10.9  DIN931  SELF COLOUR,BOX-100,1.0,1354.19,,,0.4,2026-01-11,HE00233
BPCL,hex_bolt,BPCL-001633,BLT HEX HD M24X90MM  SS316 A4-70  ISO 4017  HOT DIP GALVANISED,DOZ,1.0,280.39,,,291.67,2021-08-10,HE00235
BPCL,hex_bolt,BPCL-001634,BLT HEX HD M12X120MM  8.8  ISO 4014  ZP,BOX-50,5.0,727.57,ANV,HB12-120-88-ISO4014-ZINCPLATED,3.0,2025-11-03,HE00238
BPCL,hex_bolt,BPCL-001635,BLT HEX HD M24X70MM  GR 10.9  DIN 933,BOX-100,1.0,1952.78,ANV,HB24-70-109-DIN933-PLAIN,6.0,2026-02-16,HE00239
BPCL,hex_bolt,BPCL-001636,BLT HEX HD M24X90MM  A4-70  IS 1364,DOZ,25.0,388.44,,,25.0,2025-10-20,HE00240
BPCL,hex_bolt,BPCL-001637,BLT HEX HD M16X45MM  A4 70  PICKLED AND PASSIVATED,EA,10.0,20.55,TRD,HB16-45-A470-ISO4017-PASSIVATED,3500.0,2023-10-04,HE00243
BPCL,hex_bolt,BPCL-001638,BLT HEX HD M16X70MM  GR 12.9,BOX-50,25.0,698.68,,,0.0,,HE00245
BPCL,hex_bolt,BPCL-001639,BLT HEX HD M16X70MM  GRADE 12.9  DIN 931  PASSIVATED,C,5.0,1257.73,,,3.0,2025-08-08,HE00245
BPCL,hex_bolt,BPCL-001640,BLT HEX HD M8X45MM  SS316 A4-70  DIN 933  BLACK,BOX-50,25.0,602.66,TRD,HB8-45-A470-DIN933-PLAIN,6.0,2025-10-13,HE00246
BPCL,hex_bolt,BPCL-001641,BLT HEX HD M8X45MM  A4 70  DIN 933  SELF COLOUR,C,1.0,1434.98,,,0.8,2026-03-02,HE00246
BPCL,hex_bolt,BPCL-001642,BLT HEX HD M8X45MM  A4GRADE70  SELF COLOUR,BOX-50,1.0,794.06,,,1.6,2025-12-04,HE00246
BPCL,hex_bolt,BPCL-001643,BLT HEX HD M8X45MM  AISI 316 A4-70  DIN933  SELF COLOUR,DOZ,25.0,151.97,TRD,HB8-45-A470-DIN933-PLAIN,291.67,2022-06-29,HE00246
BPCL,hex_bolt,BPCL-001644,BLT HEX HD M16X90MM  GRADE 10.9  PICKLED AND PASSIVATED,C,10.0,1970.12,ANV,HB16-90-109-DIN931-PASSIVATED,8.0,2022-01-28,HE00247
BPCL,hex_bolt,BPCL-001645,BLT HEX HD M24X80MM  AISI 304 A2-70  DIN931  HOT DIP GALVANISED,EA,1.0,23.11,TRD,HB24-80-A270-DIN931-HOTDIPGALVANISED,3500.0,2023-07-22,HE00250
BPCL,hex_bolt,BPCL-001646,BLT HEX HD M24X80MM  SS304 A2-70  DIN 931,EA,1.0,30.4,TRD,HB24-80-A270-DIN931-HOTDIPGALVANISED,1200.0,2021-12-26,HE00250
BPCL,hex_bolt,BPCL-001647,BLT HEX HD M16X40MM  A4-70  ZP,EA,5.0,16.36,QRY,HB16-40-A470-DIN933-ZINCPLATED,1200.0,2022-11-27,HE00253
BPCL,hex_bolt,BPCL-001648,BLT HEX HD M16X40MM  A4-70  DIN933  ELECTRO GALVANISED,C,25.0,1685.42,QRY,HB16-40-A470-DIN933-ZINCPLATED,0.0,,HE00253
BPCL,hex_bolt,BPCL-001649,BLT HEX HD M16X40MM  DIN933  ZINC PLATED,BOX-50,5.0,975.2,,,0.0,,HE00253
BPCL,hex_bolt,BPCL-001650,BLT HEX HD M8X70MM  A4 70  DIN 931,DOZ,10.0,261.18,,,0.0,,HE00255
BPCL,hex_bolt,BPCL-001651,BLT HEX HD M12X25MM  10.9  DIN931  BLACK,BOX-100,1.0,956.1,,,35.0,2023-09-30,HE00257
BPCL,hex_bolt,BPCL-001652,BLT HEX HD M8X30MM  A4 70  DIN933,EA,5.0,19.08,,,150.0,2026-03-19,HE00263
BPCL,hex_bolt,BPCL-001653,BLT HEX HD M8X30MM  A4 70  DIN 933  SELF COLOUR,C,1.0,1644.81,,,6.0,2025-11-05,HE00263
BPCL,hex_bolt,BPCL-001654,BLT HEX HD M12X45MM  ZINC PLATED,EA,1.0,11.46,,,300.0,2025-09-21,HE00264
BPCL,hex_bolt,BPCL-001655,BLT HEX HD M24X80MM  GRADE 10.9  ISO 4014  HDG,EA,1.0,16.12,,,80.0,2025-08-25,HE00265
BPCL,hex_bolt,BPCL-001656,BLT HEX HD M10X25MM  GRADE 10.9  IS 1364  BLACK,C,5.0,794.86,MRD,HB10-25-109-IS1364-PLAIN,0.0,,HE00267
BPCL,hex_bolt,BPCL-001657,BLT HEX HD M10X25MM  GR 10.9  IS 1364  SELF COLOUR,EA,1.0,7.44,MRD,HB10-25-109-IS1364-PLAIN,0.0,,HE00267
BPCL,hex_bolt,BPCL-001658,BLT HEX HD M16X70MM  AISI 316 A4-70  ISO4014,EA,1.0,28.78,ANV,HB16-70-A470-ISO4014-HOTDIPGALVANISED,0.0,,HE00268
BPCL,hex_bolt,BPCL-001659,BLT HEX HD M20X90MM  A4 70  DIN931  ZP,EA,25.0,19.09,KSL,HB20-90-A470-DIN931-ZINCPLATED,300.0,2025-09-09,HE00269
BPCL,hex_bolt,BPCL-001660,BLT HEX HD M12X120MM  CLASS 10.9  ISO 4014,BOX-100,1.0,1106.92,,,0.0,,HE00270
BPCL,hex_bolt,BPCL-001661,BLT HEX HD M8X25MM  GRADE 10.9  IS 1364  HDG,C,5.0,740.26,,,0.0,,HE00271
BPCL,hex_bolt,BPCL-001662,BLT HEX HD M16X60MM  A2 70  IS1364  ZP,EA,25.0,21.42,KSL,HB16-60-A270-IS1364-ZINCPLATED,0.0,,HE00272
BPCL,hex_bolt,BPCL-001663,BLT HEX HD M16X60MM  A2-70  IS 1364  ZP,EA,5.0,18.59,,,40.0,2026-01-02,HE00272
BPCL,hex_bolt,BPCL-001664,BLT HEX HD M12X80MM  CLASS 10.9,BOX-50,5.0,780.05,,,1.6,2026-02-04,HE00274
BPCL,hex_bolt,BPCL-001665,BLT HEX HD M24X120MM  GRADE 8.8  DIN933  PICKLED-PASS,EA,5.0,25.69,,,80.0,2025-12-31,HE00275
BPCL,hex_bolt,BPCL-001666,BLT HEX HD M6X35MM  GRADE 10.9  DIN931  ZP,DOZ,5.0,111.45,KSL,HB6-35-109-DIN931-ZINCPLATED,25.0,2025-11-28,HE00277
BPCL,hex_bolt,BPCL-001667,BLT HEX HD M12X120MM  GRADE 10.9  PICKLED AND PASSIVATED,EA,1.0,15.51,MRD,HB12-120-109-ISO4014-PASSIVATED,0.0,,HE00280
BPCL,hex_bolt,BPCL-001668,BLT HEX HD M10X70MM  A2-70  ISO4017  BLACK,EA,1.0,17.88,,,150.0,2025-10-28,HE00281
BPCL,hex_bolt,BPCL-001669,BLT HEX HD M6X45MM  A2 70  DIN931,BOX-50,5.0,525.81,,,0.0,,HE00282
BPCL,hex_bolt,BPCL-001670,BLT HEX HD M6X70MM  12.9  ISO4017  SELF COLOUR,EA,1.0,7.65,ANV,HB6-70-129-ISO4017-PLAIN,0.0,,HE00283
BPCL,hex_bolt,BPCL-001671,BLT HEX HD M6X60MM  GR 8.8  IS:1364  ELECTRO GALVANISED,C,5.0,964.58,,,0.0,,HE00284
BPCL,hex_bolt,BPCL-001672,BLT HEX HD M16X80MM  A4-70  IS1364  HDG,BOX-50,1.0,801.52,KSL,HB16-80-A470-IS1364-HOTDIPGALVANISED,0.0,,HE00285
BPCL,hex_bolt,BPCL-001673,BLT HEX HD M20X120MM  AISI 316 A4-70  ELECTRO GALVANISED,EA,1.0,31.89,,,0.0,,HE00286
BPCL,hex_bolt,BPCL-001674,BLT HEX HD M20X50MM  10.9  DIN 931,EA,1.0,15.76,QRY,HB20-50-109-DIN931-PLAIN,2000.0,2021-10-10,HE00287
BPCL,hex_bolt,BPCL-001675,BLT HEX HD M20X50MM  10.9  DIN 931  BLACK,EA,10.0,12.01,,,80.0,2025-08-19,HE00287
BPCL,hex_bolt,BPCL-001676,BLT HEX HD M16X50MM  CLASS 10.9  ISO 4017  HDG,DOZ,1.0,158.57,,,12.5,2026-01-14,HE00288
BPCL,hex_bolt,BPCL-001677,BLT HEX HD M12X25MM,EA,1.0,16.66,KSL,HB12-25-A270-IS1364-PASSIVATED,80.0,2026-02-05,HE00291
BPCL,hex_bolt,BPCL-001678,BLT HEX HD M12X120MM  SS-A2/70  ISO4017  ELECTRO GALVANISED,EA,1.0,19.4,TRD,HB12-120-A270-ISO4017-ZINCPLATED,300.0,2026-01-16,HE00294
BPCL,hex_bolt,BPCL-001679,BLT HEX HD M6X60MM  GRADE 8.8  DIN931,EA,25.0,9.01,ANV,HB6-60-88-DIN931-ZINCPLATED,80.0,2026-02-03,HE00295
BPCL,hex_bolt,BPCL-001680,BLT HEX HD M12X45MM  SS304 A2-70,DOZ,1.0,237.51,TRD,HB12-45-A270-DIN933-PASSIVATED,166.67,2023-04-20,HE00297
BPCL,hex_bolt,BPCL-001681,BLT HEX HD M12X45MM  A2 70  DIN933,BOX-100,5.0,1879.59,TRD,HB12-45-A270-DIN933-PASSIVATED,0.0,,HE00297
BPCL,hex_bolt,BPCL-001682,BLT HEX HD M12X45MM  A2-70  DIN933,BOX-50,10.0,959.38,,,6.0,2025-08-11,HE00297
BPCL,hex_bolt,BPCL-001683,BLT HEX HD M12X45MM  A2-70  DIN933  PICKLED AND PASSIVATED,C,1.0,1497.86,,,0.4,2025-11-18,HE00297
BPCL,hex_bolt,BPCL-001684,BLT HEX HD M24X120MM  12.9  ZINC PLATED,DOZ,1.0,258.08,,,100.0,2023-04-23,HE00299
BPCL,hex_bolt,BPCL-001685,BLT HEX HD M24X120MM  12.9  ISO4017  ZP,DOZ,5.0,290.83,QRY,HB24-120-129-ISO4017-ZINCPLATED,166.67,2022-02-25,HE00299
BPCL,hex_bolt,BPCL-001686,BLT HEX HD M6X50MM  GRADE 10.9  DIN 933  PICKLED AND PASSIVATED,DOZ,1.0,130.54,,,25.0,2025-08-04,HE00301
BPCL,hex_bolt,BPCL-001687,BLT HEX HD M8X25MM  GR 10.9  ISO4014  PASSIVATED,BOX-100,1.0,943.58,TRD,HB8-25-109-ISO4014-PASSIVATED,0.8,2025-11-03,HE00302
BPCL,hex_bolt,BPCL-001688,BLT HEX HD M8X25MM  GRADE 10.9  ISO 4014,EA,1.0,7.06,,,40.0,2025-10-06,HE00302
BPCL,hex_bolt,BPCL-001689,BLT HEX HD M6X45MM  GRADE 10.9  IS1364,EA,1.0,9.54,MRD,HB6-45-109-IS1364-PLAIN,3500.0,2023-03-31,HE00303
BPCL,hex_bolt,BPCL-001690,BLT HEX HD M6X45MM  GRADE 10.9  IS1364  NO COAT,EA,25.0,9.03,,,150.0,2025-11-15,HE00303
BPCL,hex_bolt,BPCL-001691,BLT HEX HD M24X60MM  ISO4017  PASSIVATED,EA,25.0,21.6,TRD,HB24-60-A470-ISO4017-PASSIVATED,2000.0,2023-02-12,HE00304
BPCL,hex_bolt,BPCL-001692,BLT HEX HD M8X16MM  STAINLESS A2-70  ISO4017  HDG,EA,10.0,10.32,QRY,HB8-16-A270-ISO4017-HOTDIPGALVANISED,2000.0,2023-05-27,HE00305
BPCL,hex_bolt,BPCL-001693,BLT HEX HD M8X16MM  SS-A2/70  ISO4017  HDG,EA,5.0,15.4,,,300.0,2025-09-04,HE00305
BPCL,hex_bolt,BPCL-001694,BLT HEX HD M6X80MM  CLASS 8.8  AS PER ISO 4014  HDG,EA,10.0,9.03,ANV,HB6-80-88-ISO4014-HOTDIPGALVANISED,400.0,2023-01-10,HE00307
BPCL,hex_bolt,BPCL-001695,BLT HEX HD M8X60MM  ISO 4014,BOX-100,1.0,799.6,QRY,HB8-60-88-ISO4014-ZINCPLATED,1.5,2025-10-15,HE00309
BPCL,hex_bolt,BPCL-001696,BLT HEX HD M12X70MM  SS-A4/70  DIN 931  HOT DIP GALVANISED,BOX-100,1.0,2141.81,KSL,HB12-70-A470-DIN931-HOTDIPGALVANISED,0.8,2026-03-12,HE00310
BPCL,hex_bolt,BPCL-001697,BLT HEX HD M8X45MM  GRADE 12.9  DIN 933,BOX-100,25.0,701.45,KSL,HB8-45-129-DIN933-PASSIVATED,4.0,2023-03-13,HE00311
BPCL,hex_bolt,BPCL-001698,BLT HEX HD M8X45MM  12.9  DIN 933  PICKLED AND PASSIVATED,EA,10.0,8.05,,,3500.0,2023-04-15,HE00311
BPCL,hex_bolt,BPCL-001699,BLT HEX HD M8X45MM  CLASS 10.9  ZINC PLATED,BOX-100,1.0,1074.58,,,0.0,,HE00313
BPCL,hex_bolt,BPCL-001700,BLT HEX HD M8X45MM  10.9 CL  IS 1364  ZP,BOX-50,1.0,513.74,TRD,HB8-45-109-IS1364-ZINCPLATED,0.0,,HE00313
BPCL,hex_bolt,BPCL-001701,BLT HEX HD M6X80MM  8.8  ISO4017  PICKLED AND PASSIVATED,BOX-100,1.0,1023.26,KSL,HB6-80-88-ISO4017-PASSIVATED,0.0,,HE00315
